,user_id,embedding
1293,1293,"[-0.06923222541809082, -0.1561277210712433, 0.5597013831138611, 0.9791285991668701, 0.42045676708221436, 0.6248651146888733, -0.7811773419380188, -0.07967651635408401, -0.3320256173610687, 0.30568012595176697, -0.8077796697616577, 1.0306167602539062, -0.9371450543403625, -0.10631956160068512, 0.5167782306671143, 1.3718810081481934, 0.46411022543907166, 0.644192636013031, -1.145222783088684, 0.7366192936897278, 0.39224734902381897, -0.5548961162567139, -0.13213197886943817, 0.19014012813568115, 0.36052387952804565, 0.5989930033683777, -0.6697051525115967, -0.6537947058677673, 0.07202716916799545, -0.725929856300354, 0.15230800211429596, 0.5803200602531433, 0.03761160373687744, -0.028285257518291473, -0.38172268867492676, 0.39325079321861267, -0.3082192540168762, -0.93546462059021, -0.4899730086326599, -0.7966152429580688, -0.4537290930747986, -0.1952204704284668, 0.0826096385717392, 0.06086726859211922, 0.5373625755310059, 0.5900577902793884, -0.6577253937721252, -0.6098689436912537, -0.34799420833587646, -0.32009533047676086, 0.1009947657585144, 0.13644728064537048, 0.46826329827308655, -0.09158791601657867, -0.12082342058420181, -0.6972277164459229, 0.7027952671051025, -0.29128608107566833, 0.25612249970436096, -0.14264410734176636, 0.4307168126106262, 1.1130430698394775, -0.1606406271457672, 0.05662774294614792]"
1294,1294,"[0.17852914333343506, 0.4301590323448181, -0.16192834079265594, 0.7834460735321045, 0.6384473443031311, 0.7432387471199036, -0.7573758363723755, 0.3194243311882019, -0.15057432651519775, -0.43413418531417847, -0.4514128565788269, 1.1100815534591675, -1.232968807220459, -0.06348435580730438, 0.6692922115325928, 1.5568300485610962, 0.3189318776130676, 0.5982757806777954, -1.1495575904846191, 0.31651005148887634, 0.5781850814819336, -0.6280815601348877, 0.0242747962474823, 0.6590663194656372, 0.4652863144874573, 0.7648125886917114, -0.5125280618667603, -0.7924216985702515, 0.5400491952896118, -0.5883864760398865, -0.06967492401599884, 0.12397394329309464, 0.12544572353363037, 0.4049336314201355, -0.3347506523132324, 0.18162888288497925, -0.8949516415596008, -0.5607805848121643, -0.018367469310760498, -0.6663265824317932, -0.3753587603569031, -0.20048251748085022, 0.2324569970369339, 0.8044471740722656, 0.7693153619766235, 0.19361379742622375, -0.6540894508361816, -1.1747769117355347, -0.5998170971870422, -0.9775134325027466, 0.23986050486564636, 0.38031312823295593, 0.8723533153533936, 0.29747557640075684, -0.3583402633666992, -0.8277620077133179, 0.24216127395629883, -0.5964483618736267, -0.577564001083374, -0.027306877076625824, 0.35493868589401245, 0.8891103267669678, 0.5411794185638428, 0.35424792766571045]"
1295,1295,"[0.32012754678726196, 0.4867759346961975, 0.17179632186889648, -0.4298143982887268, -0.4461475610733032, -0.7621448636054993, 0.3913750648498535, -0.28099074959754944, 0.46024513244628906, 0.9438651204109192, -0.19063891470432281, -0.7832399606704712, -0.38180211186408997, 0.1188284307718277, -0.4663011431694031, 0.1775507926940918, 0.34622853994369507, -0.15518426895141602, 0.4659629464149475, 0.5952982902526855, -0.19660523533821106, 0.37973248958587646, -0.06842421740293503, -0.040091145783662796, -0.5626669526100159, -0.5075798034667969, 0.6615743041038513, 0.8614892363548279, 0.02044082246720791, -0.15005774796009064, 0.7452042102813721, 0.632298469543457, 0.4694828987121582, -0.26239070296287537, -0.1290852576494217, 0.33298495411872864, -0.5671576857566833, -0.11664310097694397, 0.7190454006195068, -0.3620588183403015, -0.21934419870376587, 0.6171366572380066, 0.1654043346643448, -0.7865310907363892, -0.6764655709266663, 0.5170919299125671, -0.30272167921066284, -0.09016425907611847, -0.6247312426567078, 0.49616771936416626, -0.07572667300701141, -0.5264924168586731, 0.30025234818458557, 0.20580609142780304, 0.02812926471233368, 0.584880530834198, -0.919609546661377, -0.24843840301036835, -0.6223622560501099, 0.47981107234954834, -0.3339255750179291, -0.32380396127700806, -0.059353094547986984, -0.5427659153938293]"
1296,1296,"[0.08487078547477722, -0.1001550704240799, -0.399781197309494, 0.5132819414138794, 0.1446324586868286, -0.6775860786437988, -0.2517586052417755, -0.006271671503782272, 0.5684656500816345, -0.3172135651111603, -0.1491142064332962, 0.19931253790855408, 0.2776968777179718, 0.5275715589523315, -0.05064425617456436, -0.42023035883903503, -0.09591338783502579, -0.3092079162597656, -0.30418872833251953, -0.022724375128746033, 0.46877825260162354, -0.06492465734481812, 0.4458823502063751, -0.3533419966697693, -0.2447534054517746, -0.23557579517364502, 0.3180798292160034, -0.04331614449620247, -0.5223292708396912, 0.4069896340370178, -0.3795456290245056, -0.05907631665468216, -0.13728982210159302, 0.6514383554458618, -0.05351207032799721, -0.15250329673290253, -0.03383216634392738, 0.13117560744285583, 0.14756359159946442, 0.2650230824947357, -0.5133895874023438, -0.3732122480869293, -0.1207033172249794, 0.42363762855529785, 0.36645159125328064, 0.11433383077383041, -0.08866522461175919, -0.02076074108481407, -0.07652425020933151, -0.201507568359375, 0.46195751428604126, 0.26254802942276, -0.02642001211643219, -0.5312498211860657, 0.4533124566078186, 0.4332515001296997, -0.602538526058197, 0.2630996108055115, -0.24644233286380768, 0.4842575490474701, -0.3950037956237793, -0.4724419116973877, 0.3056108355522156, -0.6833738088607788]"
1297,1297,"[0.08971113711595535, 0.23070736229419708, 0.10258829593658447, -6.828457117080688e-05, -0.4397352635860443, 0.3852449059486389, 0.1582254320383072, 0.1994229555130005, -0.31144681572914124, -0.005688868463039398, 0.004607871174812317, -0.6276096105575562, 0.5184937119483948, 0.6219345331192017, 0.13312189280986786, 0.9579811096191406, 0.5260626673698425, 0.4392182230949402, 0.8508673906326294, -0.7159494757652283, 0.37393781542778015, -0.3798693120479584, 0.19246795773506165, -0.23957830667495728, -0.6089277267456055, -0.2597145736217499, 0.0036803260445594788, 0.8647902011871338, 0.3824347257614136, -0.7684798836708069, 0.1108609065413475, -0.22916565835475922, -0.48603546619415283, 0.18577007949352264, -0.7438991069793701, 0.7716724276542664, -0.5693240165710449, -0.697254478931427, -0.5305707454681396, -0.1436614990234375, -0.6136133074760437, -0.43135035037994385, -0.4601101577281952, -0.4077497124671936, 0.7695523500442505, -0.21789202094078064, 0.2793540060520172, -0.7130431532859802, -0.3752654790878296, 0.7365176677703857, 0.3076874911785126, -0.22622297704219818, 0.4316835403442383, 0.7873531579971313, -0.9081932306289673, 0.35448142886161804, -0.4887567162513733, -0.8832365870475769, 0.048444222658872604, -0.2863636910915375, -0.5917947888374329, -0.2246915102005005, 0.8161860704421997, -0.4789716601371765]"
1298,1298,"[-0.1508614718914032, 0.2600850462913513, 0.33163177967071533, 0.051163993775844574, 0.1603652685880661, -0.1850476711988449, -0.029599875211715698, 0.01704074814915657, 0.13560894131660461, -0.1917436569929123, -0.30050668120384216, 0.31333503127098083, 0.3231949508190155, -0.06975361704826355, -0.1964104175567627, -0.4171544313430786, 0.12647433578968048, 0.016854677349328995, -0.01971902698278427, 0.0004783459007740021, -0.17834347486495972, -0.05938646197319031, -0.23017461597919464, -0.11765393614768982, -0.09960564970970154, 0.11886680126190186, 0.09399241954088211, 0.07299049198627472, -0.04622405767440796, 0.4884489178657532, -0.16414764523506165, -0.2731204628944397, -0.23831695318222046, 0.3952900171279907, 0.26731428503990173, 0.3645387887954712, 0.23025424778461456, -0.1946507692337036, -0.06302693486213684, 0.0735829621553421, -0.025769833475351334, 0.032225947827100754, -0.030405908823013306, 0.1826876550912857, -0.5577086806297302, 0.04176267609000206, -0.37636035680770874, 0.4454383850097656, 0.35279273986816406, -0.3318566679954529, -0.43399375677108765, -0.06560157239437103, -0.14066185057163239, -0.08047503232955933, 0.02871277555823326, -0.20710326731204987, 0.40934476256370544, 0.33093947172164917, -0.2949368357658386, -0.2187957912683487, -0.24086251854896545, -0.2706829905509949, -0.16961291432380676, -0.06372164189815521]"
1299,1299,"[-0.25238221883773804, 0.6247597336769104, 0.4318239688873291, -1.3472851514816284, 1.1651567220687866, 1.2322804927825928, 0.46848738193511963, 0.8489075899124146, 0.1580735445022583, -0.030010655522346497, 0.6210998296737671, 0.15580490231513977, -1.2099583148956299, -1.28067946434021, 0.9479607343673706, -1.1050951480865479, -0.6417841911315918, 0.7484208941459656, 0.5707970261573792, -0.0533064603805542, 0.1786690652370453, 0.4707016944885254, -0.5777414441108704, 0.8249833583831787, 0.7225445508956909, 0.04946761578321457, -0.7643847465515137, -0.04741371050477028, 0.8818113803863525, 0.46480071544647217, -0.0824819952249527, 0.38923245668411255, 0.9181574583053589, 0.42812803387641907, -0.0769878625869751, 0.5580558776855469, -0.9701579809188843, 0.09040732681751251, -0.30588236451148987, 0.1112176850438118, 0.12183555960655212, 0.3629220724105835, 0.719211995601654, 0.5650520920753479, 0.32472753524780273, -0.06524419039487839, 0.14157947897911072, -0.4391114413738251, 0.6082291603088379, 0.2273351550102234, 0.01789160817861557, -0.2299889624118805, 0.21509212255477905, -0.8754439949989319, 0.5466691851615906, 0.3050349950790405, -0.00997961312532425, -1.0706976652145386, 0.18472199141979218, 0.07527296990156174, 0.9918171763420105, -1.1849604845046997, 0.2843440771102905, 0.5165046453475952]"
1300,1300,"[-0.5310429334640503, -0.04122873395681381, 0.5251763463020325, 0.3088657855987549, -0.05980350449681282, 0.2321520447731018, -0.054515689611434937, 0.3889714479446411, -0.6392914056777954, -0.12768062949180603, 0.11634117364883423, -0.47359079122543335, 0.3193697929382324, -0.5066150426864624, -0.39776912331581116, -0.16369670629501343, 0.42184996604919434, -0.5154138207435608, 0.48668351769447327, 0.19888924062252045, -0.6224420666694641, -0.05037827789783478, 0.3560756742954254, -0.053363136947155, -0.622422993183136, -0.3768901228904724, 0.4512171745300293, -0.690269947052002, 0.34265607595443726, 0.017749590799212456, -0.2924402952194214, -0.25880613923072815, 0.01600562408566475, 0.4788176119327545, -0.1872745007276535, 0.566679060459137, 0.14141573011875153, 0.5953550934791565, -0.13691264390945435, -0.600541889667511, 0.17836786806583405, 0.0999240130186081, -0.007228046655654907, 0.4234829843044281, 0.39947521686553955, -0.7020555138587952, 0.33804991841316223, 0.8566119074821472, -0.5838690996170044, 0.0010172408074140549, -0.030523035675287247, 0.09218823909759521, -0.5533199906349182, 0.002675658091902733, 0.5817129015922546, -0.3263188898563385, -0.0535024031996727, -0.22188971936702728, -0.00839652307331562, -0.41530293226242065, -0.236917644739151, 0.05760648474097252, 0.36623650789260864, 0.3668392300605774]"
1301,1301,"[0.23671647906303406, -0.7395235300064087, -0.6726876497268677, -1.119253158569336, 0.040684718638658524, 0.9709454774856567, -0.8138522505760193, 0.07762359082698822, -0.544996976852417, 0.30463215708732605, 0.6711141467094421, -0.6455823183059692, -0.9280085563659668, 0.40871113538742065, -0.5176740288734436, -0.08729756623506546, -0.7081678509712219, -0.0465087965130806, -0.41108664870262146, 0.2631036937236786, -0.5311974883079529, 0.7355641722679138, 0.4710272252559662, 0.49071255326271057, 0.6205558776855469, -0.7526227235794067, 0.36065879464149475, 0.0932694599032402, 0.20654451847076416, -0.5338791608810425, -0.4288266599178314, 0.4024055302143097, 0.40212976932525635, 0.34710443019866943, -0.6128518581390381, -0.08915971219539642, -0.5574904680252075, 0.5214585065841675, 0.3657417297363281, -0.00956285372376442, -0.36268916726112366, -0.4071049392223358, -0.12472058832645416, -0.868954062461853, 0.4541516602039337, 0.7256649732589722, 0.5024656653404236, -0.06531035900115967, 0.051504574716091156, 0.6028524041175842, -0.6360211372375488, -0.583461582660675, -0.5837042927742004, 0.5750805139541626, 0.8644117116928101, -0.24244022369384766, -0.21803826093673706, 0.058652639389038086, 0.6328077912330627, 0.24020564556121826, 0.620173990726471, -0.22304217517375946, -0.5167737007141113, -0.3001365065574646]"
1302,1302,"[-0.1512128710746765, -0.7019857168197632, -0.3481481969356537, -0.8076224327087402, 0.9383230209350586, 0.8549442887306213, 0.09319563210010529, -0.05998191237449646, -0.4271426796913147, -0.6188499927520752, 0.1756809502840042, -0.4433020353317261, -0.6961793899536133, -0.5196782350540161, 0.6730119585990906, -0.053438227623701096, -0.9654774069786072, 0.5993331670761108, 0.7025039196014404, -0.2808515429496765, 0.21410402655601501, -0.6972836256027222, -0.8128117322921753, 0.6834560632705688, -0.3327760100364685, -0.5904371738433838, -0.7339996695518494, -0.3484227657318115, 0.5525879263877869, -0.6003284454345703, 0.47249558568000793, 1.0439929962158203, 0.6924872398376465, -0.32528576254844666, 0.5587154626846313, -0.11908945441246033, -1.3233855962753296, -0.712296724319458, -0.6318315267562866, -0.13856478035449982, -0.7914742827415466, -0.023081578314304352, 0.28017449378967285, 0.3701629936695099, -0.6019392609596252, 0.3290843069553375, 0.036899272352457047, -0.800453245639801, 0.024576336145401, -0.38428226113319397, 0.18674932420253754, -0.5861564874649048, -0.07908489555120468, -1.0211900472640991, -0.42424413561820984, -0.11007435619831085, -0.1444755494594574, -0.37126970291137695, 0.5615850687026978, 0.3625032901763916, 1.0303256511688232, -0.9137246608734131, 0.9140296578407288, 0.4345826804637909]"
1303,1303,"[-0.5116315484046936, -0.2605104446411133, 0.10774409025907516, 0.17573077976703644, -0.2672765254974365, -0.2611001431941986, 0.3163280189037323, -0.4963834285736084, -0.4009467661380768, 0.03742818534374237, 0.3208124041557312, 0.2350308746099472, -0.4817078411579132, 0.07190180569887161, -0.13807760179042816, 0.15071356296539307, -0.2515147924423218, 0.09103115648031235, 0.3170353174209595, 0.2702116072177887, -0.05985458940267563, -0.009578759782016277, -0.17600317299365997, -0.30541127920150757, -0.1843603253364563, -0.4087481200695038, 0.36238357424736023, -0.6223915815353394, -0.08314725756645203, 0.07176004350185394, -0.2943914830684662, -0.030588936060667038, -0.21998713910579681, 0.21897365152835846, 0.5852881073951721, 0.14644604921340942, 0.2902485132217407, -0.3799992501735687, -0.027559194713830948, 0.03501855581998825, -0.2703213691711426, -0.4262876808643341, -0.44858822226524353, 0.03257931396365166, 0.016787663102149963, 0.07332374900579453, -0.00415920652449131, 0.4825587868690491, 0.23004600405693054, -0.49724718928337097, -0.27848246693611145, -0.40394556522369385, -0.08981651067733765, 0.4066001772880554, 0.34050774574279785, 0.4949384331703186, -0.020343447104096413, 0.11713173985481262, 0.14707490801811218, 0.0015241941437125206, 0.3439691662788391, -0.4653065800666809, -0.07922850549221039, -0.35645756125450134]"
1304,1304,"[0.5118950605392456, -0.20514407753944397, 0.480854332447052, -0.15238602459430695, 0.9300568103790283, -0.13569463789463043, 0.5008429288864136, -1.0175927877426147, 0.6971812844276428, -0.19225731492042542, 0.30673694610595703, 0.2847144305706024, 0.015403911471366882, 0.046285033226013184, 0.45470964908599854, -0.8545143008232117, -0.26897236704826355, 0.8309197425842285, 0.26894888281822205, 0.49233025312423706, 1.0256963968276978, -0.6469082832336426, 0.21430416405200958, 0.5707116723060608, 0.2059660702943802, -0.22038649022579193, -0.3515867590904236, -0.053762100636959076, -0.2355470061302185, 0.15196581184864044, -0.7852773666381836, -0.17112255096435547, -0.09555839002132416, -0.3154110312461853, -0.07557478547096252, -0.3109855055809021, -0.2576797604560852, -0.17720875144004822, -0.5141174793243408, -0.5442378520965576, -0.4514079689979553, 1.2433311939239502, 0.245570108294487, -0.22879275679588318, 0.8257657289505005, 0.36620351672172546, -0.4736540913581848, -1.0049222707748413, 0.5000355839729309, -0.1265987753868103, -1.0989919900894165, -0.29204392433166504, 0.3645581007003784, -0.6637244820594788, -0.6028006076812744, -0.8380998373031616, 0.3291196823120117, 0.4329630732536316, 0.1250929981470108, 0.42598727345466614, 0.6869952082633972, 0.5954933762550354, -0.35736966133117676, 0.539840817451477]"
1305,1305,"[-0.6827687621116638, 0.03592327609658241, 0.7156245112419128, 0.08279318362474442, 0.49456122517585754, 0.6227015852928162, -0.16299858689308167, -0.7905354499816895, 0.8986027836799622, -0.26410073041915894, -0.28807640075683594, 0.3531966805458069, 0.2241220325231552, 0.0213894285261631, -0.06468158960342407, -0.5434633493423462, -0.8143046498298645, 0.7052772045135498, 0.11276372522115707, -0.41865044832229614, 0.8740514516830444, -0.7307822704315186, -0.10201495885848999, 0.1272372007369995, 0.9124993085861206, -0.0118227768689394, -0.4895922541618347, -0.6013375520706177, 0.8683468103408813, 0.8082887530326843, -0.5353807806968689, -0.308251291513443, 0.7019683122634888, 0.39623570442199707, -0.051489587873220444, 0.4908788800239563, -0.5114184617996216, -0.403256356716156, 0.0607030987739563, 0.07816806435585022, -0.15156304836273193, 1.3871923685073853, 0.6179237365722656, 0.013377577066421509, 0.5723429918289185, 0.3717004656791687, -0.7894604802131653, -0.8162651062011719, 0.8814984560012817, -0.555205225944519, 0.014000728726387024, 0.3267354369163513, -0.5266637802124023, -0.013471752405166626, -0.4757043123245239, -0.6401863694190979, -0.10102029144763947, 1.0321646928787231, -0.5881980657577515, -0.40495312213897705, 0.32449325919151306, -0.4766874611377716, 0.16466984152793884, -0.23175881803035736]"
1306,1306,"[-0.445719838142395, -0.06566455215215683, 0.3903682827949524, 0.08429837226867676, -0.14945845305919647, 0.8270062804222107, 0.0671771690249443, -0.8470147252082825, -0.024433337152004242, -0.15018099546432495, -0.2488870769739151, 0.049754705280065536, 0.46208110451698303, 0.2359139770269394, -0.4057244062423706, -0.6911867260932922, -0.4140486419200897, 0.06982371211051941, -0.13618576526641846, 0.41004762053489685, 0.6659387946128845, -0.4503362476825714, 0.4409876763820648, -0.30617907643318176, 0.11554062366485596, -0.14852403104305267, -0.047827862203121185, -0.6064096093177795, -0.06945822387933731, -0.024508986622095108, -0.6632384061813354, -0.10995728522539139, 0.1995272934436798, 0.09487791359424591, -0.3767387270927429, 0.3125813603401184, -0.04523836076259613, -0.06703639030456543, 0.39788758754730225, -0.20073427259922028, 0.24885660409927368, 0.08371350169181824, 0.5185345411300659, 0.28987962007522583, 0.600136935710907, 0.12797822058200836, -0.4327448904514313, -0.2548351585865021, 0.4344383180141449, 0.1776306927204132, -0.2660467326641083, 0.681636393070221, -0.5491043925285339, 0.10834059119224548, 0.31195956468582153, -0.7869009375572205, 0.4052838087081909, 0.5976226925849915, -0.3114892244338989, -0.4838995933532715, 0.24227029085159302, 0.08926858007907867, -0.29167938232421875, -0.3742707371711731]"
1307,1307,"[-0.288165807723999, -0.24907368421554565, 0.7762998342514038, 0.14530441164970398, 0.5969870686531067, 0.644589900970459, 0.6083506345748901, -0.45668113231658936, 0.801855206489563, -0.943156898021698, -0.08234293758869171, 0.028835419565439224, -0.2307659089565277, -0.21966223418712616, -0.03247664123773575, -0.6690259575843811, -1.1322319507598877, 0.6339171528816223, 0.15071038901805878, -0.3250981569290161, 0.692094087600708, -0.2078976184129715, -0.5980114936828613, 0.3579561710357666, 1.1769276857376099, -1.0313819646835327, -0.5385263562202454, 0.3081101179122925, 0.657321572303772, 0.25119900703430176, -0.19874699413776398, 0.5541273355484009, -0.38703814148902893, 0.4443325400352478, -0.8273341655731201, 0.3252719044685364, -0.35959354043006897, -0.10039212554693222, -0.6310376524925232, 0.5601065158843994, -0.9342812895774841, 1.174767017364502, 0.9355278611183167, -0.39717891812324524, 0.08134804666042328, 0.7485167980194092, -0.3782282769680023, -0.4281872510910034, 0.42054978013038635, 0.3103724420070648, -0.1845422089099884, -0.35266974568367004, 0.6679380536079407, -0.25533562898635864, -0.8890297412872314, -0.777827262878418, 0.027163036167621613, 0.9191877245903015, 0.05993000045418739, -0.7378090023994446, -0.2517719268798828, -0.07197245955467224, 0.2746042013168335, -0.46872764825820923]"
1308,1308,"[0.1866406798362732, -0.540535569190979, 0.6606401801109314, 0.1747562736272812, 0.8808603286743164, -0.024526752531528473, -1.0970906019210815, 0.1561441421508789, 1.0169613361358643, -0.5189758539199829, -0.3730846643447876, 0.9354112148284912, -0.899695634841919, -0.6478743553161621, 0.6555408835411072, 0.3940508961677551, -0.30095094442367554, 0.6614324450492859, 0.6912922859191895, -0.7217246294021606, 0.646917462348938, -0.17585471272468567, -0.07655703276395798, 0.7010560631752014, 0.9042056798934937, 0.12118232995271683, 0.052863411605358124, -0.042729269713163376, -0.6349471211433411, 0.5365297794342041, 0.5004244446754456, -0.2503969073295593, 0.25189340114593506, 0.589948832988739, -0.011322133243083954, 1.031806468963623, -0.7525230646133423, -0.38714808225631714, -0.5121614933013916, -0.8166924715042114, -0.20372818410396576, 0.6144047379493713, 0.6513755917549133, -0.45032545924186707, 0.001721397042274475, 0.4718417525291443, -0.5309364199638367, 0.2568745017051697, 0.9588969349861145, -0.9232717156410217, -0.29365530610084534, 0.20998147130012512, -0.5924218893051147, -0.5238500833511353, -0.26791271567344666, -0.08800258487462997, 0.25830668210983276, 0.932079553604126, -0.36962074041366577, -0.3429788649082184, 0.06377043575048447, -0.5717918872833252, 0.7714865803718567, -0.23997533321380615]"
1309,1309,"[-0.11428852379322052, -0.134173184633255, 0.28946417570114136, 0.7278182506561279, 0.06428804993629456, 0.5913435220718384, 0.05040036141872406, 0.1791970431804657, 0.7219106554985046, -0.08359615504741669, -0.4825459420681, -0.5045562386512756, -0.12445563822984695, -0.21984919905662537, 0.4081980288028717, -0.7209762334823608, -0.5753849744796753, -0.1117100790143013, 0.1486080288887024, -0.7588363885879517, -0.07663065940141678, -0.44676944613456726, 0.08409994840621948, -0.12264103442430496, -0.29288122057914734, -0.12996479868888855, 0.3221100866794586, -0.3345238268375397, -0.5053841471672058, 0.5742494463920593, 0.45290228724479675, 0.4104713201522827, 0.5116732716560364, 0.32344111800193787, 0.08818337321281433, 0.5421960353851318, -0.3956860601902008, -0.3485296070575714, -0.4391368627548218, 0.525286078453064, 0.3473615050315857, 0.27055680751800537, 0.12239307165145874, -0.12777581810951233, -0.08747205138206482, 0.465018093585968, 0.2320096492767334, -0.21222656965255737, 0.8914843797683716, -0.24396954476833344, -0.7979782223701477, -0.5822980999946594, 0.14905767142772675, 0.3947453796863556, -0.45253902673721313, -0.2983534634113312, 0.23259040713310242, 0.5039782524108887, -0.22921764850616455, -1.1307032108306885, 0.046684250235557556, -0.0819639340043068, -0.04905785247683525, 0.004816647619009018]"
1310,1310,"[0.2362854778766632, -0.32726892828941345, -0.06655880808830261, 0.6160155534744263, -0.5885493159294128, 0.5394891500473022, -0.5980125665664673, -0.10489057004451752, -0.2854030430316925, -0.45638617873191833, 0.4158015847206116, -0.8657493591308594, -1.3832027912139893, -0.7056035995483398, 0.4709104597568512, 0.2294946014881134, -0.25336402654647827, 1.1077778339385986, -0.728077232837677, 0.32407939434051514, -0.06998704373836517, -0.4616929590702057, -0.3743813931941986, 0.9016114473342896, -0.5102885961532593, 0.0771368220448494, -0.8828834295272827, -0.3768756687641144, 0.9614583849906921, -0.9071170687675476, -0.3583534359931946, 1.3465080261230469, -0.2726087272167206, -0.23159274458885193, 0.13837924599647522, 0.5886455774307251, -0.40641409158706665, 0.15375901758670807, -1.1563695669174194, 0.3925102651119232, -0.9733925461769104, 0.6339403986930847, -0.014240488409996033, -1.0613919496536255, 0.8605341911315918, 0.01620187982916832, 1.0883303880691528, -1.063101887702942, -1.0029016733169556, 0.42441684007644653, 0.3140890896320343, 0.9582967162132263, 0.5674415230751038, 0.42273712158203125, -0.00618310272693634, -0.3136758506298065, 0.7716371417045593, -0.7989706993103027, 0.5918324589729309, -0.40519285202026367, 0.7021350860595703, 0.5415824055671692, 0.41704487800598145, 0.3845864534378052]"
1311,1311,"[-0.07026486098766327, -0.6050731539726257, -0.7091649174690247, 0.434618204832077, -0.3926352858543396, 0.4142017364501953, -0.21709714829921722, 0.8429946899414062, -0.4790029525756836, 0.9417405128479004, 0.870410144329071, -0.42625999450683594, 0.4219992160797119, 0.09603281319141388, -0.4425102174282074, -0.7860751748085022, 0.25953081250190735, -0.18661361932754517, 0.2441135048866272, -0.4428828954696655, 0.04598546028137207, 0.8792481422424316, 0.5893664956092834, 0.27844366431236267, 0.12791810929775238, 0.549839973449707, 0.33820778131484985, 0.2455185502767563, -0.1307731717824936, -0.9424235224723816, -0.17657038569450378, 0.7832121253013611, -0.21250420808792114, -0.390557199716568, 0.029809975996613503, -0.4277735650539398, 0.2625822424888611, -0.008639955893158913, -0.028906324878335, 0.06718282401561737, 0.2511851191520691, -0.36041298508644104, 0.3480975031852722, 0.07648372650146484, 0.4265921115875244, 0.38167664408683777, 0.7389824390411377, -0.09619414806365967, -0.6742615103721619, 0.5667420029640198, 0.21834973990917206, -0.5618528127670288, -0.27785393595695496, -0.06496988981962204, 0.14279761910438538, -0.34903520345687866, -0.22041985392570496, 0.24165832996368408, 0.47486236691474915, -0.10891146957874298, 0.5113193988800049, 0.2523227632045746, -0.43311822414398193, -0.12318447977304459]"
1312,1312,"[-0.008586030453443527, 0.030265189707279205, 0.3005322515964508, -0.10667522251605988, -0.27037420868873596, 0.13510233163833618, -0.04367634654045105, -0.016708791255950928, 0.29407885670661926, 0.040494658052921295, -0.26569122076034546, 0.25230515003204346, -0.20801004767417908, 0.16214583814144135, -0.14804020524024963, 0.63062584400177, 0.33577123284339905, 0.48293256759643555, 0.07900102436542511, 0.36875373125076294, 0.1813727766275406, 0.12930065393447876, 0.4784737825393677, -0.12723489105701447, -0.21024788916110992, -0.2407880574464798, 0.5200830101966858, 0.30063703656196594, -0.5165143609046936, -0.23656898736953735, -0.43984779715538025, -0.2708151936531067, -0.4084126651287079, -0.05792304128408432, 0.1531113237142563, -0.32969510555267334, 0.3113565742969513, -0.20437657833099365, 0.20335839688777924, 0.002435781992971897, 0.08584681153297424, 0.31928542256355286, -0.05332641303539276, -0.4384607672691345, 0.3816509246826172, 0.3145913779735565, -0.10976661741733551, 0.4737130403518677, 0.5334545969963074, 0.2307429015636444, -0.39114511013031006, 0.44957467913627625, 0.04108675569295883, 0.03410930186510086, 0.12025539577007294, 0.03485110402107239, 0.27151116728782654, 0.23047149181365967, 0.012929312884807587, 0.09758657217025757, -0.5495498776435852, -0.24849838018417358, 0.16719135642051697, -0.29260775446891785]"
1313,1313,"[-0.3724193871021271, 0.4798508882522583, 0.30556660890579224, 0.07260125875473022, -0.01591120846569538, -0.035832371562719345, 0.47343742847442627, 0.171726793050766, 0.0248066708445549, 0.050541315227746964, -0.2214958518743515, 0.11045549064874649, 0.3219551146030426, 0.2457912266254425, -0.029787719249725342, 0.01242067851126194, -0.15284256637096405, 0.27461984753608704, 0.13912582397460938, 0.12079000473022461, -0.022714849561452866, -0.18540836870670319, -0.09660452604293823, -0.11376067250967026, -0.030641041696071625, -0.3162091076374054, 0.42113053798675537, 0.19964542984962463, -0.08176189661026001, 0.1451931744813919, -0.21555398404598236, -0.25963932275772095, -0.11749815195798874, 0.4457533359527588, -0.3001224994659424, 0.06318945437669754, -0.02397112548351288, -0.12713965773582458, -0.09947668015956879, 0.29381439089775085, -0.018000977113842964, 0.27441418170928955, -0.05028929561376572, 0.05089721456170082, 0.1520361453294754, 0.3034866452217102, -0.2818114459514618, 0.6363657712936401, 0.09011069685220718, 0.08910675346851349, -0.3661457300186157, 0.02751374989748001, 0.05049479380249977, 0.3116322159767151, 0.009004868566989899, 0.0131927989423275, 0.10819260776042938, 0.16553311049938202, -0.31744349002838135, -0.2701784074306488, -0.36621570587158203, 0.0782986655831337, -0.028292983770370483, -0.32747599482536316]"
